Date / Time,City,Date,Month,Year
6/30/2005 0:00,Healdsburg,6/30/2005,5-Jun,2005
6/29/2005 21:46,San Jose,6/29/2005,5-Jun,2005
6/28/2005 13:00,Hesperia,6/28/2005,5-Jun,2005
6/26/2005 10:00,Silverlake (Los Angeles),6/26/2005,5-Jun,2005
6/26/2005 3:30,Fresno,6/26/2005,5-Jun,2005
6/25/2005 3:00,Lake Arrowhead,6/25/2005,5-Jun,2005
6/24/2005 23:00,Baker,6/24/2005,5-Jun,2005
6/22/2005 23:30,Encinitas,6/22/2005,5-Jun,2005
6/21/2005 19:15,Santa Monica,6/21/2005,5-Jun,2005
6/21/2005 8:45,Eagle Rock,6/21/2005,5-Jun,2005
6/21/2005 3:00,Paradise,6/21/2005,5-Jun,2005
6/20/2005 21:45,San Francisco,6/20/2005,5-Jun,2005
6/19/2005 19:30,Riverside,6/19/2005,5-Jun,2005
6/19/2005 14:00,Santa Monica,6/19/2005,5-Jun,2005
6/18/2005 15:00,Irvine,6/18/2005,5-Jun,2005
6/17/2005 23:00,Modesto,6/17/2005,5-Jun,2005
6/17/2005 22:00,Palm Springs,6/17/2005,5-Jun,2005
6/17/2005 20:30,Trinadad,6/17/2005,5-Jun,2005
6/17/2005 14:30,Los Angeles,6/17/2005,5-Jun,2005
6/16/2005 22:00,Claremont,6/16/2005,5-Jun,2005
6/15/2005 23:30,Arcata,6/15/2005,5-Jun,2005
6/15/2005 22:00,Paincines (Pinnacle Rocks in Pinnacles National Monument),6/15/2005,5-Jun,2005
6/15/2005 16:00,San Diego,6/15/2005,5-Jun,2005
6/15/2005 16:00,Bakersfield,6/15/2005,5-Jun,2005
6/15/2005 2:30,Valley Springs,6/15/2005,5-Jun,2005
6/14/2005 3:00,Riverside,6/14/2005,5-Jun,2005
6/13/2005 21:15,Santa Clarita,6/13/2005,5-Jun,2005
6/13/2005 3:45,Crestline,6/13/2005,5-Jun,2005
6/12/2005 20:33,Tehachapi,6/12/2005,5-Jun,2005
6/11/2005 23:40,Barstow,6/11/2005,5-Jun,2005
6/9/2005 12:14,South San Francisco,6/9/2005,5-Jun,2005
6/7/2005 22:00,Patterson,6/7/2005,5-Jun,2005
6/7/2005 22:00,San Diego,6/7/2005,5-Jun,2005
6/7/2005 13:00,Mojave National Preserve,6/7/2005,5-Jun,2005
6/6/2005 23:00,Fresno/ Dinuba,6/6/2005,5-Jun,2005
6/5/2005 21:00,Lancaster,6/5/2005,5-Jun,2005
6/4/2005 22:23,Sonora,6/4/2005,5-Jun,2005
6/1/2005 1:00,Chico,6/1/2005,5-Jun,2005
6/1/2005,Fremont,6/1/2005,5-Jun,2005
5/30/2005 2:36,Anaheim Hills,5/30/2005,5-May,2005
5/29/2005 2:00,Torrance,5/29/2005,5-May,2005
5/28/2005 22:45,Bishop/Mammoth Lakes,5/28/2005,5-May,2005
5/28/2005 21:45,Modesto,5/28/2005,5-May,2005
5/28/2005 11:35,Vacaville,5/28/2005,5-May,2005
5/25/2005 23:00,Sacramento,5/25/2005,5-May,2005
5/25/2005 16:15,San Francisco,5/25/2005,5-May,2005
5/23/2005 19:00,Pomona,5/23/2005,5-May,2005
5/22/2005 21:45,Santa Ana,5/22/2005,5-May,2005
5/21/2005 23:30,Port Hueneme,5/21/2005,5-May,2005
5/21/2005 18:00,Oxnard,5/21/2005,5-May,2005
5/20/2005 21:30,San Diego,5/20/2005,5-May,2005
5/20/2005 13:30,Redwood City,5/20/2005,5-May,2005
5/19/2005 15:45,Studio City,5/19/2005,5-May,2005
5/17/2005 14:00,Barstow,5/17/2005,5-May,2005
5/15/2005 22:00,Tustin,5/15/2005,5-May,2005
5/15/2005 20:00,Dana Point,5/15/2005,5-May,2005
5/15/2005 13:17,Fresno,5/15/2005,5-May,2005
5/15/2005 0:00,Earp,5/15/2005,5-May,2005
5/13/2005 22:58,Sebastopol,5/13/2005,5-May,2005
5/13/2005 21:30,Lake Forest,5/13/2005,5-May,2005
5/13/2005 0:30,Vista,5/13/2005,5-May,2005
5/12/2005 23:00,Truckee,5/12/2005,5-May,2005
5/12/2005 17:00,San Diego/National City,5/12/2005,5-May,2005
5/11/2005 21:55,San Anselmo,5/11/2005,5-May,2005
5/11/2005 11:30,Petaluma,5/11/2005,5-May,2005
5/10/2005 21:20,San Diego,5/10/2005,5-May,2005
5/10/2005 14:15,Willmington,5/10/2005,5-May,2005
5/8/2005 21:30,Culver City,5/8/2005,5-May,2005
5/7/2005 12:03,San Francisco,5/7/2005,5-May,2005
5/2/2005 21:00,Clovis,5/2/2005,5-May,2005
5/2/2005 21:00,Clovis,5/2/2005,5-May,2005
5/2/2005 14:05,Palmdale,5/2/2005,5-May,2005
5/2/2005 0:30,Angels Camp,5/2/2005,5-May,2005
5/1/2005 23:00,Palmdale,5/1/2005,5-May,2005
5/1/2005 16:11,Fallbrook,5/1/2005,5-May,2005
5/1/2005 0:30,Downey,5/1/2005,5-May,2005
4/30/2005 21:47,Murrieta,4/30/2005,5-Apr,2005
4/29/2005 21:00,Truckee,4/29/2005,5-Apr,2005
4/29/2005 1:16,Pomona,4/29/2005,5-Apr,2005
4/25/2005 22:30,Mecca,4/25/2005,5-Apr,2005
4/25/2005 3:00,Lompoc,4/25/2005,5-Apr,2005
4/25/2005 2:50,Lompoc,4/25/2005,5-Apr,2005
4/24/2005 12:00,Willits,4/24/2005,5-Apr,2005
4/21/2005 4:50,Sunnyvale,4/21/2005,5-Apr,2005
4/20/2005 21:00,Los Angeles,4/20/2005,5-Apr,2005
4/19/2005 17:45,San Francisco,4/19/2005,5-Apr,2005
4/19/2005 12:00,North Hills,4/19/2005,5-Apr,2005
4/18/2005 13:20,Los Angeles,4/18/2005,5-Apr,2005
4/17/2005 21:05,Sonora,4/17/2005,5-Apr,2005
4/16/2005 14:45,Van Nuys,4/16/2005,5-Apr,2005
4/14/2005 22:00,Hayward,4/14/2005,5-Apr,2005
4/13/2005 5:22,Lomita,4/13/2005,5-Apr,2005
4/12/2005 23:00,Hollywood,4/12/2005,5-Apr,2005
4/12/2005 22:00,Lake Forest,4/12/2005,5-Apr,2005
4/12/2005 13:15,Los Angeles,4/12/2005,5-Apr,2005
4/12/2005 13:00,Santa Monica,4/12/2005,5-Apr,2005
4/12/2005 13:00,Los Angeles,4/12/2005,5-Apr,2005
4/12/2005 13:00,Ricmond,4/12/2005,5-Apr,2005
4/11/2005 4:30,Ludlow,4/11/2005,5-Apr,2005
4/10/2005 22:52,Santa Cruz,4/10/2005,5-Apr,2005
4/10/2005 13:00,La Quinta,4/10/2005,5-Apr,2005
4/9/2005 12:00,El Cajon,4/9/2005,5-Apr,2005
4/7/2005 6:30,Carizzo Plains National Mounument,4/7/2005,5-Apr,2005
4/6/2005 21:15,Hinkley,4/6/2005,5-Apr,2005
4/6/2005 21:04,Palm Springs,4/6/2005,5-Apr,2005
4/6/2005 20:40,Oakdale,4/6/2005,5-Apr,2005
4/5/2005 21:00,Phelan,4/5/2005,5-Apr,2005
4/2/2005 4:10,Clovis,4/2/2005,5-Apr,2005
4/1/2005 21:00,Van Nuys,4/1/2005,5-Apr,2005
4/1/2005 3:16,Pomona,4/1/2005,5-Apr,2005
4/1/2005 1:00,Clovis,4/1/2005,5-Apr,2005
3/31/2005 18:30,Borrego Springs,3/31/2005,5-Mar,2005
3/31/2005 5:45,Simi Valley,3/31/2005,5-Mar,2005
3/30/2005 22:28,San Francisco,3/30/2005,5-Mar,2005
3/30/2005 14:00,San Francisco,3/30/2005,5-Mar,2005
3/27/2005 23:00,San Diego,3/27/2005,5-Mar,2005
3/27/2005 18:45,Los Alamitos,3/27/2005,5-Mar,2005
3/26/2005 23:14,Palm Desert,3/26/2005,5-Mar,2005
3/24/2005 23:58,Napa,3/24/2005,5-Mar,2005
3/23/2005 20:00,Murrieta,3/23/2005,5-Mar,2005
3/23/2005 19:35,Tehachapi,3/23/2005,5-Mar,2005
3/21/2005 21:04,Santa Monica,3/21/2005,5-Mar,2005
3/21/2005 9:30,Castro Valley,3/21/2005,5-Mar,2005
3/15/2005 19:00,Yucca Valley,3/15/2005,5-Mar,2005
3/15/2005 16:00,Paradise,3/15/2005,5-Mar,2005
3/15/2005 6:20,Garden Grove,3/15/2005,5-Mar,2005
3/14/2005 20:30,San Pedro,3/14/2005,5-Mar,2005
3/12/2005 23:00,Kelseyville,3/12/2005,5-Mar,2005
3/12/2005 19:45,Millville,3/12/2005,5-Mar,2005
3/11/2005 19:15,Mill Valley,3/11/2005,5-Mar,2005
3/11/2005 0:35,Daly City,3/11/2005,5-Mar,2005
3/10/2005 2:31,Lancaster,3/10/2005,5-Mar,2005
3/8/2005 21:00,Downieville,3/8/2005,5-Mar,2005
3/8/2005 21:00,Yuba City,3/8/2005,5-Mar,2005
3/8/2005 9:30,Victorville,3/8/2005,5-Mar,2005
3/7/2005 20:00,Alturas,3/7/2005,5-Mar,2005
3/7/2005 20:00,Alturas,3/7/2005,5-Mar,2005
3/7/2005 9:00,Lancaster,3/7/2005,5-Mar,2005
3/5/2005 14:52,California,3/5/2005,5-Mar,2005
3/5/2005 7:30,Pittsburg,3/5/2005,5-Mar,2005
3/4/2005 16:00,Sacramento,3/4/2005,5-Mar,2005
3/3/2005 20:20,Imperial,3/3/2005,5-Mar,2005
3/3/2005 4:33,Hayward,3/3/2005,5-Mar,2005
3/2/2005 16:55,Atascadero,3/2/2005,5-Mar,2005
3/2/2005 12:00,San Rafael,3/2/2005,5-Mar,2005
3/1/2005 1:00,Newport Beach/ Laguna Beach,3/1/2005,5-Mar,2005
2/27/2005 17:30,Palmdale,2/27/2005,5-Feb,2005
2/27/2005 16:50,Winchester,2/27/2005,5-Feb,2005
2/26/2005 20:13,Oakdale,2/26/2005,5-Feb,2005
2/26/2005 1:00,Ridgecrest,2/26/2005,5-Feb,2005
2/25/2005 10:11,San Arden,2/25/2005,5-Feb,2005
2/24/2005 17:56,Ojai,2/24/2005,5-Feb,2005
2/24/2005 13:30,San Marcos,2/24/2005,5-Feb,2005
2/23/2005 3:10,Modesto,2/23/2005,5-Feb,2005
2/22/2005 23:45,Palo Alto,2/22/2005,5-Feb,2005
2/17/2005 19:00,Borrego Springs,2/17/2005,5-Feb,2005
2/16/2005 15:00,San Bernardino,2/16/2005,5-Feb,2005
2/15/2005 9:30,Riverside,2/15/2005,5-Feb,2005
2/13/2005 20:00,Ventura,2/13/2005,5-Feb,2005
2/12/2005 19:00,San Diego,2/12/2005,5-Feb,2005
2/12/2005 19:00,San Diego,2/12/2005,5-Feb,2005
2/12/2005 18:00,Santa Maria,2/12/2005,5-Feb,2005
2/10/2005 22:00,Woodland,2/10/2005,5-Feb,2005
2/9/2005 22:00,Pittsburg,2/9/2005,5-Feb,2005
2/9/2005 16:30,Agoura Hills,2/9/2005,5-Feb,2005
2/9/2005 9:26,San Diego,2/9/2005,5-Feb,2005
2/8/2005 22:30,San Jose,2/8/2005,5-Feb,2005
2/7/2005 7:05,Biggs,2/7/2005,5-Feb,2005
2/7/2005 5:39,Tujunga,2/7/2005,5-Feb,2005
2/6/2005 23:57,Napa,2/6/2005,5-Feb,2005
2/6/2005 15:45,Sacramento,2/6/2005,5-Feb,2005
2/5/2005 5:10,Fort Smith,2/5/2005,5-Feb,2005
2/4/2005 9:45,San Jose,2/4/2005,5-Feb,2005
2/2/2005 7:30,Berkeley,2/2/2005,5-Feb,2005
2/2/2005 2:00,West Covina,2/2/2005,5-Feb,2005
2/1/2005 21:10,Laguna Niguel,2/1/2005,5-Feb,2005
2/1/2005 18:30,Temecula,2/1/2005,5-Feb,2005
1/31/2005 19:00,Penn Valley,1/31/2005,5-Jan,2005
1/30/2005 23:12,Modesto,1/30/2005,5-Jan,2005
1/30/2005 20:15,Morgan Hill (12 mi. north of on 101),1/30/2005,5-Jan,2005
1/29/2005 19:05,Orangevale,1/29/2005,5-Jan,2005
1/29/2005 17:00,Los Angeles,1/29/2005,5-Jan,2005
1/29/2005 1:00,Carson,1/29/2005,5-Jan,2005
1/22/2005 9:16,Rancho Cucamonga,1/22/2005,5-Jan,2005
1/20/2005 2:30,Mountain Ranch,1/20/2005,5-Jan,2005
1/18/2005 7:00,Hawthorne,1/18/2005,5-Jan,2005
1/18/2005 6:20,Mission Viejo,1/18/2005,5-Jan,2005
1/17/2005 23:05,San Diego,1/17/2005,5-Jan,2005
1/17/2005 5:30,San Jose,1/17/2005,5-Jan,2005
1/16/2005 15:30,South El Monte,1/16/2005,5-Jan,2005
1/16/2005 10:42,San Diego,1/16/2005,5-Jan,2005
1/13/2005 23:00,Carlsbad,1/13/2005,5-Jan,2005
1/12/2005 22:15,Chico,1/12/2005,5-Jan,2005
1/12/2005 20:01,Thousand Oaks,1/12/2005,5-Jan,2005
1/12/2005 19:05,Lancaster,1/12/2005,5-Jan,2005
1/12/2005 1:45,College City,1/12/2005,5-Jan,2005
1/11/2005 22:00,Arbuckle/College City (between),1/11/2005,5-Jan,2005
1/11/2005 21:10,Modesto,1/11/2005,5-Jan,2005
1/10/2005 22:00,La Jolla,1/10/2005,5-Jan,2005
1/9/2005 23:45,Orinda,1/9/2005,5-Jan,2005
1/8/2005 20:10,Castro Valley,1/8/2005,5-Jan,2005
1/7/2005 8:03,Bakersfield,1/7/2005,5-Jan,2005
1/5/2005 21:25,Orange,1/5/2005,5-Jan,2005
1/5/2005 20:00,Los Angeles,1/5/2005,5-Jan,2005
1/4/2005 19:10,Castro Valley,1/4/2005,5-Jan,2005
1/4/2005 17:45,Calabasas,1/4/2005,5-Jan,2005
1/4/2005 16:24,Sunnyvale,1/4/2005,5-Jan,2005
1/3/2005 0:35,Alpine,1/3/2005,5-Jan,2005
1/2/2005 6:30,Fortuna,1/2/2005,5-Jan,2005
1/2/2005 0:45,Brentwood,1/2/2005,5-Jan,2005
1/1/2005 1:49,Brentwood,1/1/2005,5-Jan,2005
1/1/2005 0:15,Fullerton,1/1/2005,5-Jan,2005
1/1/2005 0:00,North Hollywood,1/1/2005,5-Jan,2005
12/31/2004 23:55,San Diego,12/31/2004,4-Dec,2004
12/31/2004 23:55,San Diego,12/31/2004,4-Dec,2004
12/30/2004 11:30,Fullerton,12/30/2004,4-Dec,2004
12/30/2004 6:00,Inglewood,12/30/2004,4-Dec,2004
12/28/2004 14:00,"Malibu (just W of, on Pacific Crest Highway)",12/28/2004,4-Dec,2004
12/25/2004 20:00,Long Beach,12/25/2004,4-Dec,2004
12/25/2004 6:20,Baker,12/25/2004,4-Dec,2004
12/24/2004 22:00,Madera,12/24/2004,4-Dec,2004
12/23/2004 1:00,Palo Alto,12/23/2004,4-Dec,2004
12/21/2004 6:30,"San Marcos (Escondido, Rancho Bernardo)",12/21/2004,4-Dec,2004
12/18/2004 19:32,Coronado,12/18/2004,4-Dec,2004
12/18/2004 13:00,Santa Monica,12/18/2004,4-Dec,2004
12/18/2004 5:05,Thousand Oaks,12/18/2004,4-Dec,2004
12/18/2004 0:00,San Francisco,12/18/2004,4-Dec,2004
12/17/2004 9:00,Los Angeles,12/17/2004,4-Dec,2004
12/16/2004 20:30,Anaheim,12/16/2004,4-Dec,2004
12/15/2004 5:00,Palo Alto,12/15/2004,4-Dec,2004
12/14/2004 18:28,Lucerne Valley,12/14/2004,4-Dec,2004
12/14/2004 6:58,Orange (also visable from Covina),12/14/2004,4-Dec,2004
12/12/2004 17:00,Chino Hills,12/12/2004,4-Dec,2004
12/12/2004 17:00,Santa Clarita,12/12/2004,4-Dec,2004
12/10/2004 15:00,Sausalito,12/10/2004,4-Dec,2004
12/10/2004 4:45,Los Angeles,12/10/2004,4-Dec,2004
12/9/2004 17:10,Palm Desert,12/9/2004,4-Dec,2004
12/9/2004 1:46,Mariposa,12/9/2004,4-Dec,2004
12/9/2004 0:04,Chico,12/9/2004,4-Dec,2004
12/6/2004 19:00,Oxnard to Yuma (enroute),12/6/2004,4-Dec,2004
12/4/2004 11:40,Santa Monica,12/4/2004,4-Dec,2004
12/3/2004 22:00,Sacramento,12/3/2004,4-Dec,2004
12/3/2004 20:00,Norwalk,12/3/2004,4-Dec,2004
12/3/2004 19:45,Los Angeles,12/3/2004,4-Dec,2004
12/3/2004 18:00,Sunol/Pleasanton,12/3/2004,4-Dec,2004
12/2/2004 0:00,Santa Cruz,12/2/2004,4-Dec,2004
12/1/2004 19:30,Hawthorne/Lawndale,12/1/2004,4-Dec,2004
12/1/2004 0:00,Riverside,12/1/2004,4-Dec,2004
11/30/2004 17:45,Auberry,11/30/2004,4-Nov,2004
11/29/2004 22:15,Irvine,11/29/2004,4-Nov,2004
11/28/2004 18:47,Yuba City,11/28/2004,4-Nov,2004
11/27/2004 17:24,San Francisco,11/27/2004,4-Nov,2004
11/27/2004 17:00,Fresno,11/27/2004,4-Nov,2004
11/27/2004 1:00,Gardena,11/27/2004,4-Nov,2004
11/26/2004 19:30,San Jose,11/26/2004,4-Nov,2004
11/25/2004 23:30,San Marcos & Escondido,11/25/2004,4-Nov,2004
11/25/2004 23:15,San Marcos,11/25/2004,4-Nov,2004
11/25/2004 3:30,Sacramento,11/25/2004,4-Nov,2004
11/24/2004 20:30,Antioch,11/24/2004,4-Nov,2004
11/24/2004 13:00,Lake Forest,11/24/2004,4-Nov,2004
11/21/2004 12:00,Campbell,11/21/2004,4-Nov,2004
11/19/2004 2:10,Valencia,11/19/2004,4-Nov,2004
11/18/2004 20:10,Laguna Niguel,11/18/2004,4-Nov,2004
11/17/2004 23:17,Orange County,11/17/2004,4-Nov,2004
11/17/2004 19:00,Downey,11/17/2004,4-Nov,2004
11/17/2004 9:20,Salinas,11/17/2004,4-Nov,2004
11/16/2004 6:00,Ridgecrest,11/16/2004,4-Nov,2004
11/15/2004 22:00,Santa Clara,11/15/2004,4-Nov,2004
11/15/2004 21:30,Placerville,11/15/2004,4-Nov,2004
11/15/2004 20:15,Newbury Park,11/15/2004,4-Nov,2004
11/15/2004 17:55,Hermosa Beach,11/15/2004,4-Nov,2004
11/15/2004 1:25,San Diego,11/15/2004,4-Nov,2004
11/14/2004 17:55,Ventura,11/14/2004,4-Nov,2004
11/13/2004 21:40,Gardena,11/13/2004,4-Nov,2004
11/13/2004 1:15,Ridgecrest,11/13/2004,4-Nov,2004
11/13/2004 1:10,Ridgecrest,11/13/2004,4-Nov,2004
11/12/2004 21:30,Van Nuys,11/12/2004,4-Nov,2004
11/12/2004 6:30,Santa Ana,11/12/2004,4-Nov,2004
11/12/2004 4:15,San Francisco,11/12/2004,4-Nov,2004
11/11/2004 12:16,Death Valley,11/11/2004,4-Nov,2004
11/9/2004 1:30,Nevada City,11/9/2004,4-Nov,2004
11/6/2004 22:45,Laguna Beach-Newport Beach border,11/6/2004,4-Nov,2004
11/6/2004 22:00,Ridgecrest/China Lake,11/6/2004,4-Nov,2004
11/6/2004 21:00,Beale AFB,11/6/2004,4-Nov,2004
11/5/2004 20:45,Llema,11/5/2004,4-Nov,2004
11/5/2004 18:45,Dublin,11/5/2004,4-Nov,2004
11/5/2004 10:50,Santa Ana,11/5/2004,4-Nov,2004
11/4/2004 18:45,Costa Mesa,11/4/2004,4-Nov,2004
11/1/2004 19:00,Malibu,11/1/2004,4-Nov,2004
11/1/2004 19:00,Agoura Hills,11/1/2004,4-Nov,2004
11/1/2004 16:15,San Diego,11/1/2004,4-Nov,2004
11/1/2004 11:40,Riverside,11/1/2004,4-Nov,2004
10/29/2004 6:15,Temecula,10/29/2004,4-Oct,2004
10/29/2004,Huntington Beach,10/29/2004,4-Oct,2004
10/28/2004 23:00,San Diego (Mission Bay Area),10/28/2004,4-Oct,2004
10/28/2004 20:00,San Diego,10/28/2004,4-Oct,2004
10/28/2004 3:35,Ridgecrest/China Lake,10/28/2004,4-Oct,2004
10/27/2004 19:55,San Francisco,10/27/2004,4-Oct,2004
10/27/2004 19:38,Marysville,10/27/2004,4-Oct,2004
10/27/2004 19:35,Fortuna,10/27/2004,4-Oct,2004
10/27/2004 14:30,San Clemente,10/27/2004,4-Oct,2004
10/27/2004 5:40,Santa Rosa,10/27/2004,4-Oct,2004
10/23/2004 23:15,La Mirada,10/23/2004,4-Oct,2004
10/23/2004 21:28,East Bay,10/23/2004,4-Oct,2004
10/23/2004 12:45,Vista,10/23/2004,4-Oct,2004
10/18/2004 8:00,Fairfax,10/18/2004,4-Oct,2004
10/18/2004 8:00,Fairfax,10/18/2004,4-Oct,2004
10/17/2004 8:05,Fairfax,10/17/2004,4-Oct,2004
10/16/2004 18:30,San Diego,10/16/2004,4-Oct,2004
10/15/2004 5:30,Saugus,10/15/2004,4-Oct,2004
10/15/2004 2:00,Calexico,10/15/2004,4-Oct,2004
10/12/2004 22:30,Rocklin,10/12/2004,4-Oct,2004
10/12/2004 14:00,Hayward,10/12/2004,4-Oct,2004
10/12/2004 8:20,Santa Anna,10/12/2004,4-Oct,2004
10/12/2004 0:06,Ripon,10/12/2004,4-Oct,2004
10/11/2004 18:00,Fresno,10/11/2004,4-Oct,2004
10/11/2004 14:00,Arroyo Grande,10/11/2004,4-Oct,2004
10/11/2004 11:00,Salinas,10/11/2004,4-Oct,2004
10/11/2004 5:00,San Jose,10/11/2004,4-Oct,2004
10/11/2004 2:37,Los Angeles,10/11/2004,4-Oct,2004
10/10/2004 15:00,Berkeley,10/10/2004,4-Oct,2004
10/8/2004 19:48,San Diego,10/8/2004,4-Oct,2004
10/8/2004 16:00,Berkeley,10/8/2004,4-Oct,2004
10/8/2004 1:00,Angwin,10/8/2004,4-Oct,2004
10/6/2004 23:00,Placerville,10/6/2004,4-Oct,2004
10/6/2004 20:30,Oakland,10/6/2004,4-Oct,2004
10/6/2004 20:30,Alameda,10/6/2004,4-Oct,2004
10/6/2004 15:00,Placerville,10/6/2004,4-Oct,2004
10/5/2004 22:00,Wildomar,10/5/2004,4-Oct,2004
10/5/2004 13:35,Hayward,10/5/2004,4-Oct,2004
10/3/2004 20:10,Porter Ranch,10/3/2004,4-Oct,2004
10/2/2004 23:28,Huntington Beach,10/2/2004,4-Oct,2004
10/2/2004 18:20,West Covina,10/2/2004,4-Oct,2004
10/1/2004 16:00,Eureka,10/1/2004,4-Oct,2004
9/30/2004 22:00,Davis,9/30/2004,4-Sep,2004
9/29/2004 22:00,Santa Rosa / Novato,9/29/2004,4-Sep,2004
9/29/2004 7:20,Mojave,9/29/2004,4-Sep,2004
9/28/2004 22:45,Fresno,9/28/2004,4-Sep,2004
9/26/2004 20:43,Santa Clara,9/26/2004,4-Sep,2004
9/23/2004 4:00,Felton,9/23/2004,4-Sep,2004
9/22/2004 22:00,Paramount,9/22/2004,4-Sep,2004
9/22/2004 20:10,Los Angeles,9/22/2004,4-Sep,2004
9/22/2004 19:30,Pacific Palisades,9/22/2004,4-Sep,2004
9/22/2004 13:15,Petaluma,9/22/2004,4-Sep,2004
9/22/2004 10:00,Hollister,9/22/2004,4-Sep,2004
9/22/2004 6:45,Novato,9/22/2004,4-Sep,2004
9/20/2004 23:00,San Diego,9/20/2004,4-Sep,2004
9/20/2004 19:20,Ft. Bragg,9/20/2004,4-Sep,2004
9/20/2004 13:40,Berkeley,9/20/2004,4-Sep,2004
9/20/2004 9:30,San Francisco,9/20/2004,4-Sep,2004
9/19/2004 20:00,Temecula,9/19/2004,4-Sep,2004
9/18/2004 0:00,Rancho Cucamonga,9/18/2004,4-Sep,2004
9/17/2004 23:30,Eureka,9/17/2004,4-Sep,2004
9/17/2004 22:14,Sonora,9/17/2004,4-Sep,2004
9/17/2004 1:00,China Lake,9/17/2004,4-Sep,2004
9/16/2004 20:35,Pasadena,9/16/2004,4-Sep,2004
9/16/2004 1:00,Topanga,9/16/2004,4-Sep,2004
9/15/2004 21:30,Rancho Cucamonga,9/15/2004,4-Sep,2004
9/15/2004 20:35,Salinas,9/15/2004,4-Sep,2004
9/15/2004 17:45,Eureka,9/15/2004,4-Sep,2004
9/15/2004 15:00,Desert,9/15/2004,4-Sep,2004
9/15/2004 6:55,Antioch,9/15/2004,4-Sep,2004
9/13/2004 21:05,Los Angeles,9/13/2004,4-Sep,2004
9/12/2004 3:00,Palo Alto,9/12/2004,4-Sep,2004
9/11/2004 21:00,Los Angeles,9/11/2004,4-Sep,2004
9/11/2004 21:00,Los Angeles,9/11/2004,4-Sep,2004
9/10/2004 20:30,Sonora,9/10/2004,4-Sep,2004
9/10/2004 2:00,North Hollywood,9/10/2004,4-Sep,2004
9/9/2004 20:03,Fresno,9/9/2004,4-Sep,2004
9/8/2004 19:00,Maywood,9/8/2004,4-Sep,2004
9/8/2004 3:14,Pacheco,9/8/2004,4-Sep,2004
9/6/2004 20:00,Highland,9/6/2004,4-Sep,2004
9/5/2004 22:00,San Francisco,9/5/2004,4-Sep,2004
9/5/2004 19:30,Murrieta,9/5/2004,4-Sep,2004
9/4/2004 20:00,Mojave (Red Rock Canyon Rec.),9/4/2004,4-Sep,2004
9/4/2004 18:00,Oakland,9/4/2004,4-Sep,2004
9/4/2004 16:30,Garden Grove,9/4/2004,4-Sep,2004
9/4/2004 11:00,Murrieta,9/4/2004,4-Sep,2004
9/4/2004 6:30,Huntington Beach,9/4/2004,4-Sep,2004
9/4/2004 6:00,Watsonville,9/4/2004,4-Sep,2004
9/3/2004 22:00,Hayward,9/3/2004,4-Sep,2004
9/2/2004 20:03,Whittier,9/2/2004,4-Sep,2004
9/2/2004 2:00,National Park,9/2/2004,4-Sep,2004
9/1/2004 22:45,Arcadia,9/1/2004,4-Sep,2004
8/31/2004 14:00,Danville,8/31/2004,4-Aug,2004
8/30/2004 21:20,San Jaun Batista,8/30/2004,4-Aug,2004
8/30/2004 20:30,Fresno,8/30/2004,4-Aug,2004
8/29/2004 19:45,Fremont,8/29/2004,4-Aug,2004
8/29/2004 18:00,West Los Angeles,8/29/2004,4-Aug,2004
8/27/2004 14:00,Paterson (south of Paterson Exit on I-5),8/27/2004,4-Aug,2004
8/26/2004 23:00,Garden Grove,8/26/2004,4-Aug,2004
8/26/2004 14:35,Sunol,8/26/2004,4-Aug,2004
8/25/2004 12:45,Los Angeles,8/25/2004,4-Aug,2004
8/25/2004 10:10,Carlsbad,8/25/2004,4-Aug,2004
8/24/2004 23:00,Susanville,8/24/2004,4-Aug,2004
8/24/2004 4:00,San Diego,8/24/2004,4-Aug,2004
8/23/2004 4:45,Redondo Beach,8/23/2004,4-Aug,2004
8/22/2004 18:10,Rocklin,8/22/2004,4-Aug,2004
8/22/2004 12:30,Santee,8/22/2004,4-Aug,2004
8/21/2004 23:15,San Jose,8/21/2004,4-Aug,2004
8/20/2004 22:00,Bethel Island,8/20/2004,4-Aug,2004
8/20/2004 22:00,Atwater Village,8/20/2004,4-Aug,2004
8/19/2004 23:55,"Los Angeles (250 mi north of, on Hwy 5)",8/19/2004,4-Aug,2004
8/19/2004 23:15,Paskenta,8/19/2004,4-Aug,2004
8/19/2004 21:30,Sacramento,8/19/2004,4-Aug,2004
8/18/2004 4:20,Chula Vista,8/18/2004,4-Aug,2004
8/18/2004 0:00,Weed,8/18/2004,4-Aug,2004
8/16/2004 4:00,Sherman Oaks (Los Angeles),8/16/2004,4-Aug,2004
8/16/2004 2:00,San Bernardino,8/16/2004,4-Aug,2004
8/16/2004 1:00,Palmdale,8/16/2004,4-Aug,2004
8/15/2004 19:30,Spring Valley,8/15/2004,4-Aug,2004
8/15/2004 10:00,Burbank (10-20 mins flight to),8/15/2004,4-Aug,2004
8/15/2004 7:45,Bear Valley,8/15/2004,4-Aug,2004
8/15/2004 2:50,Firebaugh Exit,8/15/2004,4-Aug,2004
8/15/2004 2:00,La Mesa,8/15/2004,4-Aug,2004
8/14/2004 16:30,St Marie,8/14/2004,4-Aug,2004
8/14/2004 9:07,San Jose,8/14/2004,4-Aug,2004
8/14/2004 4:30,Modesto,8/14/2004,4-Aug,2004
